filename,width,height,class,xmin,ymin,xmax,ymax
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,knight,174,237,203,302
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,bishop,171,146,196,211
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,king,52,82,84,169
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,rook,169,6,192,59
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,queen,132,25,156,99
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,103,47,124,93
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,96,119,121,165
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,134,114,157,162
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,137,206,160,258
fa4e2b9a8cf58f405f69a56c662834f2_jpg.rf.b2dd5cfcbe5274f5c120e3c981a00903.jpg,416,416,pawn,182,208,202,253
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,king,291,208,326,290
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,rook,342,279,370,337
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,rook,259,271,286,329
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,knight,210,25,231,83
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,queen,243,84,272,158
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,281,73,300,116
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,287,147,310,191
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,256,187,277,232
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,214,102,234,147
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,knight,178,134,204,191
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,179,102,200,144
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,queen,144,83,173,154
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,king,104,108,134,189
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,rook,84,0,110,42
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,118,0,137,39
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,118,63,139,107
9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.ace3c611adeebd3c083494cd098a3a92.jpg,416,416,pawn,103,228,127,275
b5102d7f9740eee7754ed268becb2163_jpg.rf.b4383744771b23535b91d3beb1615e32.jpg,416,416,knight,221,116,243,170
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,king,288,207,324,292
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,rook,338,279,371,341
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,knight,174,132,206,189
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,queen,242,83,270,160
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,278,69,300,118
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,213,102,234,148
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,255,188,276,236
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,rook,259,270,288,330
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,knight,207,24,233,83
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,king,104,107,135,191
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,rook,84,0,109,39
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,queen,146,80,169,154
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,177,98,201,147
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,116,0,138,42
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,116,61,138,107
6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.b1ed3b05a05a9be40be17aa0e3ecb18d.jpg,416,416,pawn,103,226,127,273
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,rook,234,4,256,50
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,rook,335,275,365,333
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,king,308,111,345,194
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,queen,234,86,262,158
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,268,37,287,81
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,273,73,291,117
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,280,146,301,189
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,284,189,305,233
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,204,104,224,146
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,207,7,226,50
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,knight,236,27,255,81
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,knight,171,135,197,194
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,bishop,92,281,120,339
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,bishop,52,175,80,232
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,rook,73,0,99,46
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,king,56,110,88,194
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,queen,134,89,166,159
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,knight,141,52,163,108
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,knight,54,221,84,280
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,172,105,190,148
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,107,2,128,45
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,109,67,130,112
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,95,232,123,280
3730ef213ac6aad431475a9ab28f349a_jpg.rf.addc16883991f6f60650cb24d85ea6a9.jpg,416,416,pawn,173,281,199,329
247f9cf35a263dc7dd7886b187fd5480_jpg.rf.acc563d0413003f974c4bb316ca005c4.jpg,416,416,knight,294,12,319,62
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,rook,171,79,195,132
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,king,131,129,162,213
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,167,119,189,165
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,137,52,159,97
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,101,15,123,59
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,94,256,118,304
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,king,257,268,291,354
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,rook,336,298,368,356
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,queen,234,97,260,173
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,273,84,291,128
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,204,119,223,163
889c420fb266b8d0e817306110042bda_jpg.rf.b2214f3972bd217409d9f10acf134250.jpg,416,416,pawn,248,204,270,251
3161933dffedf8a859d6623a99492c53_jpg.rf.ab758700e0b8401eae7ac224e8bfe6c9.jpg,416,416,rook,176,165,198,216
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,rook,340,280,372,337
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,rook,259,271,286,329
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,king,290,208,326,289
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,queen,244,85,271,158
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,286,145,309,192
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,280,73,300,119
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,257,187,277,232
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,knight,177,133,204,189
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,214,102,232,144
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,knight,209,25,232,82
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,knight,179,270,207,333
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,bishop,178,218,201,277
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,queen,147,81,171,154
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,king,106,106,134,191
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,rook,87,0,106,41
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,180,102,200,144
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,117,0,138,40
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,118,63,138,107
cf2784fa97151d5316b2961b1e62dc45_jpg.rf.b42d6513c1a6d4d2fa8ed6b8bf511b4f.jpg,416,416,pawn,102,227,128,273
d079f4e77b2445abceca7534356db743_jpg.rf.ad5531485b0c5833cddb7e7107f1c2aa.jpg,416,416,pawn,219,311,241,355
b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.af66983c6a16936fd21f68e27b4cb1e9.jpg,416,416,rook,46,281,77,337
b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.af66983c6a16936fd21f68e27b4cb1e9.jpg,416,416,king,92,208,126,293
b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.af66983c6a16936fd21f68e27b4cb1e9.jpg,416,416,queen,146,88,172,157
